participant_id	condition_idx	onset	duration	start_tr	end_tr	n_trs	valence	arousal	valence_category	arousal_category	emotion_quadrant	CAP_1_frequency_pct	CAP_1_avg_dwell_time	CAP_1_max_dwell_time	CAP_1_min_dwell_time	CAP_1_std_dwell_time	CAP_1_total_dwell_time	CAP_1_n_visits	CAP_1_avg_dwell_time_sec	CAP_1_max_dwell_time_sec	CAP_1_total_dwell_time_sec	CAP_1_transitions_out	CAP_2_frequency_pct	CAP_2_avg_dwell_time	CAP_2_max_dwell_time	CAP_2_min_dwell_time	CAP_2_std_dwell_time	CAP_2_total_dwell_time	CAP_2_n_visits	CAP_2_avg_dwell_time_sec	CAP_2_max_dwell_time_sec	CAP_2_total_dwell_time_sec	CAP_2_transitions_out	CAP_3_frequency_pct	CAP_3_avg_dwell_time	CAP_3_max_dwell_time	CAP_3_min_dwell_time	CAP_3_std_dwell_time	CAP_3_total_dwell_time	CAP_3_n_visits	CAP_3_avg_dwell_time_sec	CAP_3_max_dwell_time_sec	CAP_3_total_dwell_time_sec	CAP_3_transitions_out	CAP_4_frequency_pct	CAP_4_avg_dwell_time	CAP_4_max_dwell_time	CAP_4_min_dwell_time	CAP_4_std_dwell_time	CAP_4_total_dwell_time	CAP_4_n_visits	CAP_4_avg_dwell_time_sec	CAP_4_max_dwell_time_sec	CAP_4_total_dwell_time_sec	CAP_4_transitions_out	CAP_5_frequency_pct	CAP_5_avg_dwell_time	CAP_5_max_dwell_time	CAP_5_min_dwell_time	CAP_5_std_dwell_time	CAP_5_total_dwell_time	CAP_5_n_visits	CAP_5_avg_dwell_time_sec	CAP_5_max_dwell_time_sec	CAP_5_total_dwell_time_sec	CAP_5_transitions_out	total_transitions	transition_rate	valence_t	arousal_t
sub-Blossom	10	18.0	1.5	12	13	1	7.0	5.3811044271367185	high	high	val_high_ar_high	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	63.70559303281317	59.05807688965458
sub-Blossom	11	19.5	1.5	13	14	1	2.8914077806142404	1.5685470696150343	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	39.26951134290576	35.665709387676195
sub-Blossom	12	21.0	1.5	14	15	1	3.1229355582469447	4.0412046690315995	low	high	val_low_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0	0.0	40.6465357312159	50.83697367252649
sub-Blossom	13	22.5	1.5	15	16	1	5.457327101810555	1.9367843942036715	high	low	val_high_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	54.530459812461785	37.92507023577688
sub-Bubbles	14	3.0	1.5	2	3	1	6.842037583528069	4.037670838176304	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	62.76610273863636	50.815291462318214
sub-Bubbles	15	4.5	1.5	3	4	1	3.8889398878480153	2.6905842113340745	low	low	val_low_ar_low	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	45.20238926290392	42.55009241687287
sub-Bubbles	16	6.0	1.5	4	5	1	4.980244474000151	5.8908310709319505	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0	0.0	51.692984238467346	62.18556111062876
sub-Bubbles	17	7.5	1.5	5	6	1	7.0	4.847060898277007	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0	0.0	63.70559303281317	55.781393729860646
sub-Bubbles	18	9.0	1.5	6	7	1	3.2091439713296577	1.7794184164791318	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	41.15926508277014	36.959533867916576
sub-Bubbles	19	10.5	1.5	7	8	1	4.991614554772451	4.045840740421551	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0	0.0	51.76060842888026	50.86541880149096
sub-Bubbles	20	12.0	1.5	8	9	1	4.6188793464584705	6.091439550772909	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	49.54374496015014	63.41641663472857
sub-Bubbles	21	13.5	1.5	9	10	1	6.803408285175908	6.3666367467207525	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	62.53635282923836	65.10491947926296
sub-Bubbles	22	15.0	1.5	10	11	1	1.6811797851643848	2.382693729679926	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	32.07161274866493	40.66099630058604
sub-Bubbles	23	16.5	1.5	11	12	1	3.0006342886753563	3.8055630278761496	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	39.91914209990597	49.39116831098807
sub-Bubbles	24	18.0	1.5	12	13	1	7.0	5.0049594267775515	high	high	val_high_ar_high	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	63.70559303281317	56.75019762193044
sub-Bubbles	25	19.5	1.5	13	14	1	3.096751549311251	1.0	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	40.49080487569246	32.17732593598353
sub-Bubbles	26	21.0	1.5	14	15	1	3.133921132524031	3.8988210697625822	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0	0.0	40.71187304777382	49.96336334538368
sub-Bubbles	27	22.5	1.5	15	16	1	4.449157041327054	1.7961899527510676	high	low	val_high_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	48.53431207138059	37.06243748437545
sub-Buttercup	28	3.0	1.5	2	3	1	7.0	3.92999564564946	high	low	val_high_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	63.70559303281317	50.15463840500355
sub-Buttercup	29	4.5	1.5	3	4	1	3.662081375700611	2.5555708987768213	low	low	val_low_ar_low	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	43.853135591846346	41.72170329932481
sub-Buttercup	30	6.0	1.5	4	5	1	5.4051186806603635	6.25850626716902	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0	0.0	54.21994731182772	64.44147295803252
sub-Buttercup	31	7.5	1.5	5	6	1	6.965826456829367	4.803725266201264	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0	0.0	63.50234397621149	55.51550316445148
sub-Buttercup	32	9.0	1.5	6	7	1	3.037988926442559	2.321157903839169	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	40.14131089428507	40.283436432597476
sub-Buttercup	33	10.5	1.5	7	8	1	5.071298052268002	4.4788101300627305	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0	0.0	52.234530480562945	53.5219503969074
sub-Buttercup	34	12.0	1.5	8	9	1	4.810498869323369	6.133816864614628	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	50.683412774350444	63.67642733258114
sub-Buttercup	35	13.5	1.5	9	10	1	6.670813186582738	5.990481857938938	high	high	val_high_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	61.747736074911636	62.79697954002758
sub-Buttercup	36	15.0	1.5	10	11	1	1.765648645766591	2.276076478430624	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	32.57399601468725	40.00683435903412
sub-Buttercup	37	16.5	1.5	11	12	1	3.0874783035029383	3.6473538607365183	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	40.43565172833621	48.420458461177994
sub-Buttercup	38	18.0	1.5	12	13	1	6.980732223574639	5.085936180612626	high	high	val_high_ar_high	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	63.59099685641692	57.24703945464155
sub-Buttercup	39	19.5	1.5	13	14	1	3.3573872067752797	1.215468769075716	low	low	val_low_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	42.04095000497616	33.499358408878436
sub-Buttercup	40	21.0	1.5	14	15	1	2.9632082567002724	4.425187200509186	low	high	val_low_ar_high	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0	0.0	39.696548684488135	53.19294097960001
sub-Buttercup	41	22.5	1.5	15	16	1	4.706711539271936	1.830778508034323	high	low	val_high_ar_low	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	100.0	1.0	1	1	0	1	1	1.5	1.5	1.5	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0.0	50.06613183234122	37.27465939231662
